"","Days to Ship Actual","Sales Forecast","Ship Status","Days to Ship Scheduled","Category","City","Country","Customer Name","Discount","Number of Records","Order Date","Order ID","Postal Code","Product Name","Profit","Quantity","Region","Sales","Segment","Ship Date","Ship Mode","State","Sub-Category"
"5023",6,"$1,157","Shipped On Time",6,"Technology","San Diego","United States","Jeremy Ellison","0.00%",1,2016-02-12,"CA-2016-133795",92037,"Logitech P710e Mobile Speakerphone","$147",3,"West","$772","Consumer","12/24/2016","Standard Class","California","Accessories"
"5024",6,"$60","Shipped On Time",6,"Furniture","San Diego","United States","Jeremy Ellison","0.00%",1,2016-02-12,"CA-2016-133795",92037,"Eldon Expressions Wood and Plastic Desk Accessories, Oak","$11",4,"West","$40","Consumer","12/24/2016","Standard Class","California","Furnishings"
"5025",5,"$50","Shipped Early",6,"Office Supplies","Oklahoma City","United States","Roland Fjeld","0.00%",1,2017-02-07,"US-2017-130953",73120,"GBC Poly Designer Binding Covers","$16",2,"Central","$33","Consumer","42802","Standard Class","Oklahoma","Binders"
"5026",5,"$692","Shipped Early",6,"Technology","Oklahoma City","United States","Roland Fjeld","0.00%",1,2017-02-07,"US-2017-130953",73120,"Nortel Meridian M3904 Professional Digital phone","$134",3,"Central","$462","Consumer","42802","Standard Class","Oklahoma","Phones"
"5027",5,"$206","Shipped Early",6,"Office Supplies","Oklahoma City","United States","Roland Fjeld","0.00%",1,2017-02-07,"US-2017-130953",73120,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","$61",2,"Central","$138","Consumer","42802","Standard Class","Oklahoma","Appliances"
"5028",5,"$453","Shipped Early",6,"Furniture","Oklahoma City","United States","Roland Fjeld","0.00%",1,2017-02-07,"US-2017-130953",73120,"Office Star Flex Back Scooter Chair with Aluminum Finish Frame","$73",3,"Central","$303","Consumer","42802","Standard Class","Oklahoma","Chairs"
"5029",5,"$359","Shipped Late",3,"Technology","Chicago","United States","Christina VanderZanden","20.00%",1,2014-02-09,"CA-2014-151792",60653,"Logitech Wireless Performance Mouse MX for PC and Mac","$54",3,"Central","$240","Consumer","41829","Second Class","Illinois","Accessories"
"5030",4,"$12","Shipped Early",6,"Office Supplies","San Francisco","United States","Vivek Gonzalez","0.00%",1,2017-02-01,"CA-2017-139304",94109,"Newell 339","$2",3,"West","$8","Consumer","42768","Standard Class","California","Art"
"5031",4,"$13","Shipped Early",6,"Office Supplies","San Francisco","United States","Vivek Gonzalez","0.00%",1,2017-02-01,"CA-2017-139304",94109,"Acme Office Executive Series Stainless Steel Trimmers","$2",1,"West","$9","Consumer","42768","Standard Class","California","Supplies"
"5032",4,"$179","Shipped Early",6,"Office Supplies","San Francisco","United States","Vivek Gonzalez","20.00%",1,2017-02-01,"CA-2017-139304",94109,"Clear Mylar Reinforcing Strips","$40",8,"West","$120","Consumer","42768","Standard Class","California","Binders"
"5033",7,"$319","Shipped Late",6,"Furniture","Vineland","United States","Brenda Bowman","0.00%",1,2016-02-12,"CA-2016-155166",8360,"Novimex Turbo Task Chair","$26",3,"East","$213","Corporate","42767","Standard Class","New Jersey","Chairs"
"5034",7,"$40","Shipped Late",6,"Office Supplies","Vineland","United States","Brenda Bowman","0.00%",1,2016-02-12,"CA-2016-155166",8360,"Fellowes Advanced Computer Series Surge Protectors","$7",1,"East","$26","Corporate","42767","Standard Class","New Jersey","Appliances"
"5035",4,"$1,029","Shipped Late",3,"Furniture","Milwaukee","United States","Hallie Redmond","0.00%",1,2015-02-08,"CA-2015-103954",53209,"O'Sullivan Cherrywood Estates Traditional Barrister Bookcase","$48",5,"Central","$687","Home Office","8/13/2015","Second Class","Wisconsin","Bookcases"
"5036",6,"$979","Shipped On Time",6,"Furniture","Seattle","United States","Scott Cohen","0.00%",1,2014-02-04,"CA-2014-169803",98115,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","$111",3,"West","$654","Corporate","41977","Standard Class","Washington","Tables"
"5037",6,"$51","Shipped On Time",6,"Technology","Seattle","United States","Scott Cohen","0.00%",1,2014-02-04,"CA-2014-169803",98115,"Kingston Digital DataTraveler 32GB USB 2.0","$2",2,"West","$34","Corporate","41977","Standard Class","Washington","Accessories"
"5038",4,"$359","Shipped Late",3,"Technology","Naperville","United States","Emily Grady","20.00%",1,2017-02-11,"CA-2017-141719",60540,"Logitech Illuminated - Keyboard","$84",5,"Central","$240","Consumer","11/21/2017","Second Class","Illinois","Accessories"
"5039",1,"$299","Shipped On Time",1,"Furniture","Wilmington","United States","Todd Sumrall","30.00%",1,2015-02-07,"CA-2015-136469",19805,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","-$37",4,"East","$200","Corporate","42345","First Class","Delaware","Tables"
"5040",1,"$1,072","Shipped On Time",1,"Technology","Wilmington","United States","Todd Sumrall","0.00%",1,2015-02-07,"CA-2015-136469",19805,"Wilson Electronics DB Pro Signal Booster","$193",2,"East","$716","Corporate","42345","First Class","Delaware","Phones"
"5041",1,"$331","Shipped On Time",1,"Office Supplies","Wilmington","United States","Todd Sumrall","0.00%",1,2015-02-07,"CA-2015-136469",19805,"Tuf-Vin Binders","$104",7,"East","$221","Corporate","42345","First Class","Delaware","Binders"
"5042",3,"$101","Shipped On Time",3,"Office Supplies","Los Angeles","United States","Arianne Irving","0.00%",1,2016-02-11,"CA-2016-158694",90036,"Embossed Ink Jet Note Cards","$33",3,"West","$68","Consumer","11/13/2016","Second Class","California","Paper"
"5043",3,"$195","Shipped On Time",3,"Office Supplies","Los Angeles","United States","Arianne Irving","0.00%",1,2016-02-11,"CA-2016-158694",90036,"Belkin F9S820V06 8 Outlet Surge","$39",4,"West","$130","Consumer","11/13/2016","Second Class","California","Appliances"
"5044",3,"$700","Shipped On Time",3,"Furniture","Los Angeles","United States","Arianne Irving","0.00%",1,2016-02-11,"CA-2016-158694",90036,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","$192",9,"West","$467","Consumer","11/13/2016","Second Class","California","Furnishings"
"5045",3,"$92","Shipped On Time",3,"Office Supplies","Los Angeles","United States","Arianne Irving","0.00%",1,2016-02-11,"CA-2016-158694",90036,"Xerox 1933","$29",5,"West","$61","Consumer","11/13/2016","Second Class","California","Paper"
"5046",3,"$1,079","Shipped On Time",3,"Office Supplies","Los Angeles","United States","Arianne Irving","0.00%",1,2016-02-11,"CA-2016-158694",90036,"Standard Rollaway File with Lock","$187",4,"West","$721","Consumer","11/13/2016","Second Class","California","Storage"
"5047",3,"$8","Shipped On Time",3,"Office Supplies","Los Angeles","United States","Arianne Irving","20.00%",1,2016-02-11,"CA-2016-158694",90036,"Peel & Stick Add-On Corner Pockets","$2",3,"West","$5","Consumer","11/13/2016","Second Class","California","Binders"
"5048",3,"$22","Shipped On Time",3,"Office Supplies","Los Angeles","United States","Arianne Irving","0.00%",1,2016-02-11,"CA-2016-158694",90036,"Newell 338","$4",5,"West","$15","Consumer","11/13/2016","Second Class","California","Art"
"5049",4,"$12","Shipped Early",6,"Office Supplies","Chicago","United States","Dorothy Dickinson","80.00%",1,2014-02-03,"US-2014-104759",60610,"Fellowes Black Plastic Comb Bindings","-$14",7,"Central","$8","Consumer","41733","Standard Class","Illinois","Binders"
"5050",4,"$120","Shipped Early",6,"Technology","Chicago","United States","Dorothy Dickinson","20.00%",1,2014-02-03,"US-2014-104759",60610,"Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver","$14",2,"Central","$80","Consumer","41733","Standard Class","Illinois","Accessories"
"5051",6,"$28","Shipped On Time",6,"Office Supplies","Des Moines","United States","Adam Bellavance","0.00%",1,2015-02-09,"CA-2015-150511",98198,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","$9",2,"West","$19","Home Office","9/24/2015","Standard Class","Washington","Paper"
"5052",4,"$37","Shipped Early",6,"Office Supplies","Philadelphia","United States","Karen Bern","20.00%",1,2015-02-11,"CA-2015-134922",19140,"White Envelopes, White Envelopes with Clear Poly Window","$8",2,"East","$24","Corporate","42319","Standard Class","Pennsylvania","Envelopes"
"5053",0,"$293","Shipped On Time",0,"Office Supplies","Atlanta","United States","John Castell","0.00%",1,2017-02-05,"US-2017-120607",30318,"Tops White Computer Printout Paper","$92",4,"South","$196","Consumer","5/19/2017","Same Day","Georgia","Paper"
"5054",5,"$597","Shipped Late",3,"Technology","Dallas","United States","Amy Hunt","20.00%",1,2015-02-01,"CA-2015-141243",75217,"Enermax Acrylux Wireless Keyboard","$85",5,"Central","$398","Consumer","42217","Second Class","Texas","Accessories"
"5055",5,"$11","Shipped Late",3,"Office Supplies","Dallas","United States","Amy Hunt","20.00%",1,2015-02-01,"CA-2015-141243",75217,"Newell 317","$1",3,"Central","$7","Consumer","42217","Second Class","Texas","Art"
"5056",5,"$2,025","Shipped Late",3,"Furniture","Dallas","United States","Amy Hunt","32.00%",1,2015-02-01,"CA-2015-141243",75217,"O'Sullivan Living Dimensions 5-Shelf Bookcases","-$438",9,"Central","$1,352","Consumer","42217","Second Class","Texas","Bookcases"
"5057",3,"$40","Shipped Late",1,"Office Supplies","Moreno Valley","United States","Neoma Murray","0.00%",1,2015-02-09,"CA-2015-162166",92553,"Xerox 1928","$12",5,"West","$26","Consumer","42317","First Class","California","Paper"
"5058",3,"$63","Shipped Late",1,"Office Supplies","Moreno Valley","United States","Neoma Murray","0.00%",1,2015-02-09,"CA-2015-162166",92553,"Eldon Shelf Savers Cubes and Bins","$1",6,"West","$42","Consumer","42317","First Class","California","Storage"
"5059",4,"$150","Shipped Early",6,"Office Supplies","Philadelphia","United States","Carlos Soltero","70.00%",1,2016-02-04,"CA-2016-120796",19140,"GBC Velobind Prepunched Cover Sets, Regency Series","-$83",9,"East","$100","Consumer","42555","Standard Class","Pennsylvania","Binders"
"5060",2,"$1,048","Shipped Early",3,"Technology","Georgetown","United States","Theone Pippenger","0.00%",1,2016-02-12,"CA-2016-109722",40324,"Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)","$196",2,"South","$700","Consumer","42563","Second Class","Kentucky","Phones"
"5061",2,"$876","Shipped Early",3,"Office Supplies","Georgetown","United States","Theone Pippenger","0.00%",1,2016-02-12,"CA-2016-109722",40324,"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","$70",9,"South","$585","Consumer","42563","Second Class","Kentucky","Storage"
"5062",4,"$66","Shipped Early",6,"Office Supplies","Minneapolis","United States","Daniel Lacy","0.00%",1,2015-02-05,"CA-2015-136798",55407,"Wilson Jones Legal Size Ring Binders","$22",2,"Central","$44","Consumer","42343","Standard Class","Minnesota","Binders"
"5063",4,"$566","Shipped Early",6,"Technology","Minneapolis","United States","Daniel Lacy","0.00%",1,2015-02-05,"CA-2015-136798",55407,"VTech DS6151","$106",3,"Central","$378","Consumer","42343","Standard Class","Minnesota","Phones"
"5064",4,"$186","Shipped Early",6,"Furniture","Minneapolis","United States","Daniel Lacy","0.00%",1,2015-02-05,"CA-2015-136798",55407,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","$11",3,"Central","$124","Consumer","42343","Standard Class","Minnesota","Furnishings"
"5065",2,"$587","Shipped Late",1,"Technology","Wilmington","United States","Christina Anderson","0.00%",1,2017-02-09,"CA-2017-122196",19805,"GE 30524EE4","$114",2,"East","$392","Consumer","9/24/2017","First Class","Delaware","Phones"
"5066",7,"$575","Shipped Late",6,"Technology","Burlington","United States","Shahid Collister","20.00%",1,2017-02-11,"CA-2017-142090",27217,"Logitech Wireless Gaming Headset G930","$82",3,"South","$384","Consumer","42928","Standard Class","North Carolina","Accessories"
"5067",7,"$2,668","Shipped Late",6,"Furniture","Burlington","United States","Shahid Collister","40.00%",1,2017-02-11,"CA-2017-142090",27217,"Bush Advantage Collection Racetrack Conference Table","-$653",7,"South","$1,782","Consumer","42928","Standard Class","North Carolina","Tables"
"5068",4,"$32","Shipped Early",6,"Office Supplies","Los Angeles","United States","Tonja Turnell","0.00%",1,2017-02-01,"CA-2017-160934",90008,"Newell 347","$6",5,"West","$21","Home Office","1/19/2017","Standard Class","California","Art"
"5069",4,"$824","Shipped Early",6,"Technology","Trenton","United States","Matt Abelman","0.00%",1,2014-02-08,"CA-2014-124478",48183,"Sharp 1540cs Digital Laser Copier","$275",1,"Central","$550","Home Office","41981","Standard Class","Michigan","Copiers"
"5070",4,"$251","Shipped Early",6,"Office Supplies","Trenton","United States","Matt Abelman","10.00%",1,2014-02-08,"CA-2014-124478",48183,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets","$37",3,"Central","$168","Home Office","41981","Standard Class","Michigan","Appliances"
"5071",4,"$57","Shipped Early",6,"Office Supplies","Trenton","United States","Matt Abelman","0.00%",1,2014-02-08,"CA-2014-124478",48183,"Globe Weis Peel & Seel First Class Envelopes","$17",3,"Central","$38","Home Office","41981","Standard Class","Michigan","Envelopes"
"5072",4,"$81","Shipped Early",6,"Furniture","Trenton","United States","Matt Abelman","0.00%",1,2014-02-08,"CA-2014-124478",48183,"Nu-Dell Float Frame 11 x 14 1/2","$23",6,"Central","$54","Home Office","41981","Standard Class","Michigan","Furnishings"
"5073",4,"$449","Shipped Early",6,"Technology","Trenton","United States","Matt Abelman","0.00%",1,2014-02-08,"CA-2014-124478",48183,"Motorola Droid Maxx","$84",2,"Central","$300","Home Office","41981","Standard Class","Michigan","Phones"
"5074",0,"$94","Shipped On Time",0,"Office Supplies","San Francisco","United States","Justin MacKendrick","0.00%",1,2015-02-11,"CA-2015-145485",94109,"Hanging Personal Folder File","$16",4,"West","$63","Consumer","42135","Same Day","California","Storage"
"5075",4,"$21","Shipped Late",3,"Office Supplies","Los Angeles","United States","Mick Brown","20.00%",1,2017-02-04,"CA-2017-151071",90049,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","$5",2,"West","$14","Consumer","4/29/2017","Second Class","California","Binders"
"5076",2,"$1,114","Shipped Early",3,"Furniture","Houston","United States","Seth Vernon","30.00%",1,2014-02-04,"CA-2014-134572",77070,"Bush Advantage Collection Round Conference Table","-$96",5,"Central","$744","Consumer","4/22/2014","Second Class","Texas","Tables"
"5077",2,"$67","Shipped Early",3,"Office Supplies","Houston","United States","Seth Vernon","20.00%",1,2014-02-04,"CA-2014-134572",77070,"Personal Folder Holder, Ebony","$6",5,"Central","$45","Consumer","4/22/2014","Second Class","Texas","Storage"
"5078",2,"$601","Shipped Early",3,"Furniture","Houston","United States","Seth Vernon","30.00%",1,2014-02-04,"CA-2014-134572",77070,"Riverside Furniture Stanwyck Manor Table Series","-$132",2,"Central","$402","Consumer","4/22/2014","Second Class","Texas","Tables"
"5079",6,"$27","Shipped On Time",6,"Office Supplies","Milwaukee","United States","Catherine Glotzbach","0.00%",1,2017-02-11,"CA-2017-143217",53209,"Prestige Round Ring Binders","$9",3,"Central","$18","Home Office","11/17/2017","Standard Class","Wisconsin","Binders"
"5080",4,"$538","Shipped Early",6,"Furniture","San Francisco","United States","Bradley Drucker","15.00%",1,2017-02-11,"US-2017-133312",94122,"Sauder Forest Hills Library, Woodland Oak Finish","-$30",3,"West","$359","Consumer","11/29/2017","Standard Class","California","Bookcases"
"5081",4,"$16","Shipped Early",6,"Office Supplies","San Francisco","United States","Bradley Drucker","0.00%",1,2017-02-11,"US-2017-133312",94122,"Sterilite Officeware Hinged File Box","$3",1,"West","$10","Consumer","11/29/2017","Standard Class","California","Storage"
"5082",0,"$31","Shipped On Time",0,"Office Supplies","Cleveland","United States","Jim Kriz","20.00%",1,2015-02-12,"US-2015-137533",44105,"Xerox 226","$7",4,"East","$21","Home Office","12/18/2015","Same Day","Ohio","Paper"
"5083",4,"$53","Shipped Early",6,"Technology","Monroe","United States","Jill Matthias","20.00%",1,2016-02-09,"CA-2016-155138",28110,"Memorex Froggy Flash Drive 4 GB","$8",4,"South","$35","Consumer","42713","Standard Class","North Carolina","Accessories"
"5084",4,"$97","Shipped Early",6,"Office Supplies","Monroe","United States","Jill Matthias","20.00%",1,2016-02-09,"CA-2016-155138",28110,"Petty Cash Envelope","$23",3,"South","$65","Consumer","42713","Standard Class","North Carolina","Paper"
"5085",3,"$158","Shipped On Time",3,"Office Supplies","Lowell","United States","Scot Coram","0.00%",1,2016-02-06,"CA-2016-108350",1852,"Xerox 1935","$49",4,"East","$106","Corporate","42619","Second Class","Massachusetts","Paper"
"5086",4,"$9","Shipped Early",6,"Office Supplies","Dallas","United States","Maria Etezadi","80.00%",1,2015-02-06,"CA-2015-144302",75081,"GBC White Gloss Covers, Plain Front","-$10",2,"Central","$6","Home Office","6/23/2015","Standard Class","Texas","Binders"
"5087",4,"$698","Shipped Early",6,"Technology","Philadelphia","United States","Katherine Nockton","40.00%",1,2015-02-03,"CA-2015-109001",19120,"Samsung Convoy 3","-$93",7,"East","$466","Corporate","42250","Standard Class","Pennsylvania","Phones"
"5088",4,"$15","Shipped Early",6,"Technology","Philadelphia","United States","Katherine Nockton","20.00%",1,2015-02-03,"CA-2015-109001",19120,"Sony 16GB Class 10 Micro SDHC R40 Memory Card","-$1",1,"East","$10","Corporate","42250","Standard Class","Pennsylvania","Accessories"
